"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Diseases of the circulatory system.5247","Iceland",2014,"Diseases of the circulatory system",674,NA,0,0.00205873189446097,-0.114807592349445,0.000151680362358972
"Diseases of the circulatory system.5248","Iceland",2015,"Diseases of the circulatory system",745,NA,0,0.00225201396550942,1.15946462089213,0.000151680362358972
"Diseases of the circulatory system.5249","Iceland",2016,"Diseases of the circulatory system",738,NA,0,0.0022001019559443,0.817218540003508,0.000151680362358972
"Diseases of the circulatory system.5250","Iceland",2017,"Diseases of the circulatory system",692,NA,0,0.00201514269073966,-0.402182985204524,0.000151680362358972
"Diseases of the circulatory system.5251","Iceland",2018,"Diseases of the circulatory system",655,NA,0,0.00185699178670961,-1.44484204515434,0.000151680362358972
"Diseases of the circulatory system.5252","Iceland",2019,"Diseases of the circulatory system",695,NA,0,0.0019275410954535,-0.979723768492225,0.000151680362358972
"Diseases of the circulatory system.5253","Iceland",2020,"Diseases of the circulatory system",680,NA,1,0.00185557614274838,-1.45417511859385,0.000151680362358972
"Diseases of the digestive system.5318","Iceland",2010,"Diseases of the digestive system",60,NA,0,0.000188654921849699,-0.0817703653435004,2.61478117214509e-05
"Diseases of the digestive system.5319","Iceland",2011,"Diseases of the digestive system",50,NA,0,0.000156732933350887,-1.30259866405055,2.61478117214509e-05
"Diseases of the digestive system.5320","Iceland",2012,"Diseases of the digestive system",61,NA,0,0.000190199428778109,-0.022702059939446,2.61478117214509e-05
"Diseases of the digestive system.5321","Iceland",2013,"Diseases of the digestive system",72,NA,0,0.000222384205779518,1.208176353301,2.61478117214509e-05
"Diseases of the digestive system.5322","Iceland",2014,"Diseases of the digestive system",56,NA,0,0.000171051908145125,-0.754982100692362,2.61478117214509e-05
"Diseases of the digestive system.5323","Iceland",2015,"Diseases of the digestive system",79,NA,0,0.000238804165470127,1.83614323119992,2.61478117214509e-05
"Diseases of the digestive system.5324","Iceland",2016,"Diseases of the digestive system",56,NA,0,0.000166945405871112,-0.91203165871118,2.61478117214509e-05
"Diseases of the digestive system.5325","Iceland",2017,"Diseases of the digestive system",68,NA,0,0.000198019801980198,0.276381216527373,2.61478117214509e-05
"Diseases of the digestive system.5326","Iceland",2018,"Diseases of the digestive system",56,NA,0,0.00015876571000876,-1.22485691343953,2.61478117214509e-05
"Diseases of the digestive system.5327","Iceland",2019,"Diseases of the digestive system",74,NA,0,0.000205234591458358,0.552304477525972,2.61478117214509e-05
"Diseases of the digestive system.5328","Iceland",2020,"Diseases of the digestive system",74,NA,1,0.000201930344946147,0.425936483622295,2.61478117214509e-05
"Diseases of the genitourinary system.5362","Iceland",2010,"Diseases of the genitourinary system",24,NA,0,7.54619687398795e-05,-1.0529171350933,1.74548313050229e-05
"Diseases of the genitourinary system.5363","Iceland",2011,"Diseases of the genitourinary system",26,NA,0,8.15011253424615e-05,-0.70692945425882,1.74548313050229e-05
"Diseases of the genitourinary system.5364","Iceland",2012,"Diseases of the genitourinary system",28,NA,0,8.73046558325746e-05,-0.374440965043625,1.74548313050229e-05
"Diseases of the genitourinary system.5365","Iceland",2013,"Diseases of the genitourinary system",39,NA,0,0.000120458111463906,1.52494465788077,1.74548313050229e-05
"Diseases of the genitourinary system.5366","Iceland",2014,"Diseases of the genitourinary system",32,NA,0,9.77439475115002e-05,0.22363365948291,1.74548313050229e-05
"Diseases of the genitourinary system.5367","Iceland",2015,"Diseases of the genitourinary system",32,NA,0,9.67308012030893e-05,0.165589769472967,1.74548313050229e-05
"Diseases of the genitourinary system.5368","Iceland",2016,"Diseases of the genitourinary system",31,NA,0,9.24162068215085e-05,-0.0815964855061465,1.74548313050229e-05
"Diseases of the genitourinary system.5369","Iceland",2017,"Diseases of the genitourinary system",21,NA,0,6.11531741409435e-05,-1.87267840054984,1.74548313050229e-05
"Diseases of the genitourinary system.5370","Iceland",2018,"Diseases of the genitourinary system",39,NA,0,0.000110568976613244,0.958388918793443,1.74548313050229e-05
"Diseases of the genitourinary system.5371","Iceland",2019,"Diseases of the genitourinary system",34,NA,0,9.42969744538402e-05,0.0261540621482724,1.74548313050229e-05
"Diseases of the genitourinary system.5372","Iceland",2020,"Diseases of the genitourinary system",42,NA,1,0.000114609114699165,1.18985137267337,1.74548313050229e-05
"Diseases of the musculoskeletal system a.5351","Iceland",2010,"Diseases of the musculoskeletal system a",5,NA,0,1.57212434874749e-05,-2.28497453116581,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5352","Iceland",2011,"Diseases of the musculoskeletal system a",12,NA,0,3.7615904004213e-05,0.562175106102274,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5353","Iceland",2012,"Diseases of the musculoskeletal system a",11,NA,0,3.42982576485115e-05,0.130753225365726,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5354","Iceland",2013,"Diseases of the musculoskeletal system a",10,NA,0,3.08866952471553e-05,-0.312881360615313,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5355","Iceland",2014,"Diseases of the musculoskeletal system a",14,NA,0,4.27629770362813e-05,1.23149295668245,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5356","Iceland",2015,"Diseases of the musculoskeletal system a",13,NA,0,3.9296887988755e-05,0.780767805367172,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5357","Iceland",2016,"Diseases of the musculoskeletal system a",13,NA,0,3.87551835057939e-05,0.710325346531592,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5358","Iceland",2017,"Diseases of the musculoskeletal system a",13,NA,0,3.78567268491555e-05,0.593491356705921,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5359","Iceland",2018,"Diseases of the musculoskeletal system a",11,NA,0,3.11861216088637e-05,-0.273944394386737,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5360","Iceland",2019,"Diseases of the musculoskeletal system a",12,NA,0,3.32812851013554e-05,-0.00149239755834123,7.69002803019044e-06
"Diseases of the musculoskeletal system a.5361","Iceland",2020,"Diseases of the musculoskeletal system a",9,NA,1,2.45590960069639e-05,-1.13571311302893,7.69002803019044e-06
"Diseases of the nervous system.5232","Iceland",2010,"Diseases of the nervous system",173,NA,0,0.000543955024666631,-1.34755628835984,8.76751035824262e-05
"Diseases of the nervous system.5233","Iceland",2011,"Diseases of the nervous system",185,NA,0,0.000579911853398283,-0.937441817290544,8.76751035824262e-05
"Diseases of the nervous system.5234","Iceland",2012,"Diseases of the nervous system",189,NA,0,0.000589306426869879,-0.830289694421786,8.76751035824262e-05
"Diseases of the nervous system.5235","Iceland",2013,"Diseases of the nervous system",218,NA,0,0.000673329956387986,0.128061377717118,8.76751035824262e-05
"Diseases of the nervous system.5236","Iceland",2014,"Diseases of the nervous system",183,NA,0,0.000558973199831392,-1.17626279053532,8.76751035824262e-05
"Diseases of the nervous system.5237","Iceland",2015,"Diseases of the nervous system",213,NA,0,0.000643864395508063,-0.208015338202828,8.76751035824262e-05
"Diseases of the nervous system.5238","Iceland",2016,"Diseases of the nervous system",257,NA,0,0.000766160166229926,1.18685921255134,8.76751035824262e-05
"Diseases of the nervous system.5239","Iceland",2017,"Diseases of the nervous system",245,NA,0,0.000713453698311008,0.585702604057953,8.76751035824262e-05
"Diseases of the nervous system.5240","Iceland",2018,"Diseases of the nervous system",283,NA,0,0.000802333855937129,1.59944714491911,8.76751035824262e-05
"Diseases of the nervous system.5241","Iceland",2019,"Diseases of the nervous system",268,NA,0,0.00074328203393027,0.925917036667319,8.76751035824262e-05
"Diseases of the nervous system.5242","Iceland",2020,"Diseases of the nervous system",245,NA,1,0.000668553169078461,0.0735785528974743,8.76751035824262e-05
"Diseases of the respiratory system.5287","Iceland",2010,"Diseases of the respiratory system",196,NA,0,0.000616272744709016,0.851037041740862,7.6988453241041e-05
"Diseases of the respiratory system.5288","Iceland",2011,"Diseases of the respiratory system",177,NA,0,0.000554834584062141,0.0530191824325434,7.6988453241041e-05
"Diseases of the respiratory system.5289","Iceland",2012,"Diseases of the respiratory system",152,NA,0,0.000473939560233976,-0.997723109725126,7.6988453241041e-05
"Diseases of the respiratory system.5290","Iceland",2013,"Diseases of the respiratory system",174,NA,0,0.000537428497300503,-0.173067795924359,7.6988453241041e-05
"Diseases of the respiratory system.5291","Iceland",2014,"Diseases of the respiratory system",159,NA,0,0.000485665239197767,-0.845418725493916,7.6988453241041e-05
"Diseases of the respiratory system.5292","Iceland",2015,"Diseases of the respiratory system",166,NA,0,0.000501791031241026,-0.635961445026524,7.6988453241041e-05
"Diseases of the respiratory system.5293","Iceland",2016,"Diseases of the respiratory system",190,NA,0,0.000566421912776988,0.20352654070571,7.6988453241041e-05
"Diseases of the respiratory system.5294","Iceland",2017,"Diseases of the respiratory system",240,NA,0,0.00069889341875364,1.92419373688773,7.6988453241041e-05
"Diseases of the respiratory system.5295","Iceland",2018,"Diseases of the respiratory system",231,NA,0,0.000654908553786137,1.35287605071741,7.6988453241041e-05
"Diseases of the respiratory system.5296","Iceland",2019,"Diseases of the respiratory system",170,NA,0,0.000471484872269201,-1.02960695543755,7.6988453241041e-05
"Diseases of the respiratory system.5297","Iceland",2020,"Diseases of the respiratory system",182,NA,1,0.000496639497029714,-0.702874520876786,7.6988453241041e-05
"Diseases of the skin and subcutaneous ti.5340","Iceland",2010,"Diseases of the skin and subcutaneous ti",2,NA,0,6.28849739498995e-06,-0.881271182116874,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5341","Iceland",2011,"Diseases of the skin and subcutaneous ti",1,NA,0,3.13465866701775e-06,-1.847446996244,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5342","Iceland",2012,"Diseases of the skin and subcutaneous ti",3,NA,0,9.35407026777585e-06,0.0578644622837864,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5343","Iceland",2013,"Diseases of the skin and subcutaneous ti",4,NA,0,1.23546780988621e-05,0.977098121368195,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5344","Iceland",2014,"Diseases of the skin and subcutaneous ti",4,NA,0,1.22179934389375e-05,0.935224891957299,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5345","Iceland",2015,"Diseases of the skin and subcutaneous ti",4,NA,0,1.20913501503862e-05,0.896427828133266,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5346","Iceland",2016,"Diseases of the skin and subcutaneous ti",3,NA,0,8.94350388595244e-06,-0.0679121998813433,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5347","Iceland",2017,"Diseases of the skin and subcutaneous ti",3,NA,0,8.7361677344205e-06,-0.131429453705275,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5348","Iceland",2018,"Diseases of the skin and subcutaneous ti",3,NA,0,8.50530589332645e-06,-0.202153782534016,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5349","Iceland",2019,"Diseases of the skin and subcutaneous ti",2,NA,0,5.5468808502259e-06,-1.10846478036667,3.26424930313692e-06
"Diseases of the skin and subcutaneous ti.5350","Iceland",2020,"Diseases of the skin and subcutaneous ti",5,NA,1,1.3643942226091e-05,1.37206309110563,3.26424930313692e-06
"Endocrine, nutritional and metabolic dis.5199","Iceland",2010,"Endocrine, nutritional and metabolic dis",26,NA,0,8.17504661348694e-05,-1.41318090987016,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5200","Iceland",2011,"Endocrine, nutritional and metabolic dis",29,NA,0,9.09051013435147e-05,-1.06711212022044,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5201","Iceland",2012,"Endocrine, nutritional and metabolic dis",33,NA,0,0.000102894772945534,-0.613871652955273,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5202","Iceland",2013,"Endocrine, nutritional and metabolic dis",44,NA,0,0.000135901459087483,0.633866095535825,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5203","Iceland",2014,"Endocrine, nutritional and metabolic dis",31,NA,0,9.46894491517658e-05,-0.924054026067409,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5204","Iceland",2015,"Endocrine, nutritional and metabolic dis",35,NA,0,0.000105799313815879,-0.504072527093978,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5205","Iceland",2016,"Endocrine, nutritional and metabolic dis",48,NA,0,0.000143096062175239,0.90584062273909,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5206","Iceland",2017,"Endocrine, nutritional and metabolic dis",56,NA,0,0.000163075131042516,1.66110088419631,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5207","Iceland",2018,"Endocrine, nutritional and metabolic dis",53,NA,0,0.000150260404115434,1.17667120062368,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5208","Iceland",2019,"Endocrine, nutritional and metabolic dis",44,NA,0,0.00012203137870497,0.109541333169775,2.64532239902691e-05
"Endocrine, nutritional and metabolic dis.5209","Iceland",2020,"Endocrine, nutritional and metabolic dis",44,NA,1,0.000120066691589601,0.0352710999425772,2.64532239902691e-05
"External causes of mortality.5406","Iceland",2010,"External causes of mortality",137,NA,0,0.000430762071556812,0.172142619935904,4.1415022000795e-05
"External causes of mortality.5407","Iceland",2011,"External causes of mortality",116,NA,0,0.000363620405374059,-1.44904850683602,4.1415022000795e-05
"External causes of mortality.5408","Iceland",2012,"External causes of mortality",121,NA,0,0.000377280834133626,-1.11920614289125,4.1415022000795e-05
"External causes of mortality.5409","Iceland",2013,"External causes of mortality",146,NA,0,0.000450945750608468,0.659494263773461,4.1415022000795e-05
"External causes of mortality.5410","Iceland",2014,"External causes of mortality",122,NA,0,0.000372648799887594,-1.23105044532679,4.1415022000795e-05
"External causes of mortality.5411","Iceland",2015,"External causes of mortality",136,NA,0,0.00041110590511313,-0.302471795174267,4.1415022000795e-05
"External causes of mortality.5412","Iceland",2016,"External causes of mortality",163,NA,0,0.000485930377803416,1.50422705648516,4.1415022000795e-05
"External causes of mortality.5413","Iceland",2017,"External causes of mortality",147,NA,0,0.000428072218986605,0.107193902290513,4.1415022000795e-05
"External causes of mortality.5414","Iceland",2018,"External causes of mortality",167,NA,0,0.000473462028061839,1.20316842753315,4.1415022000795e-05
"External causes of mortality.5415","Iceland",2019,"External causes of mortality",147,NA,0,0.000407695742491603,-0.384812995462915,4.1415022000795e-05
"External causes of mortality.5416","Iceland",2020,"External causes of mortality",168,NA,1,0.000458436458796659,0.840363615673048,4.1415022000795e-05
"HIV-AIDS.5151","Iceland",2011,"HIV-AIDS",1,NA,0,3.13465866701775e-06,0.940983379815363,1.89852006411674e-07
"HIV-AIDS.5152","Iceland",2013,"HIV-AIDS",1,NA,0,3.08866952471553e-06,0.698746580892665,1.89852006411674e-07
"HIV-AIDS.5153","Iceland",2014,"HIV-AIDS",1,NA,0,3.05449835973438e-06,0.518758148707987,1.89852006411674e-07
"HIV-AIDS.5154","Iceland",2019,"HIV-AIDS",1,NA,0,2.77344042511295e-06,-0.961647246702941,1.89852006411674e-07
"HIV-AIDS.5155","Iceland",2020,"HIV-AIDS",1,NA,1,2.72878844521821e-06,-1.19684086271308,1.89852006411674e-07
"Hodgkins disease.5508","Iceland",2012,"Hodgkins disease",1,NA,0,3.11802342259195e-06,-0.674440487578023,2.38332979488699e-06
"Hodgkins disease.5509","Iceland",2013,"Hodgkins disease",1,NA,0,3.08866952471553e-06,-0.686756826650941,2.38332979488699e-06
"Hodgkins disease.5510","Iceland",2014,"Hodgkins disease",1,NA,0,3.05449835973438e-06,-0.701094399677746,2.38332979488699e-06
"Hodgkins disease.5511","Iceland",2015,"Hodgkins disease",2,NA,0,6.04567507519308e-06,0.553946644946353,2.38332979488699e-06
